%time.ns;field.joint2.degree;Field.velocity.degree/s
1407505572521850000;177.252929688;0
1407505572533850000;177.252929688;0
1407505572545840000;177.252929688;0
1407505572556810000;177.252929688;0
1407505572570010000;177.252929688;0
1407505572581990000;177.252929688;0
1407505572594900000;177.252929688;0
1407505572606920000;177.252929688;0
1407505572619970000;177.252929688;0
1407505572630810000;177.252929688;0
1407505572644860000;177.252929688;0
1407505572657940000;177.252929688;0
1407505572670980000;177.252929688;0
1407505572683880000;177.252929688;0
1407505572696930000;177.252929688;0
1407505572711010000;177.252929688;0
1407505572723990000;177.252929688;0
1407505572736910000;177.252929688;0
1407505572750760000;177.252929688;0
1407505572762970000;177.252929688;0
1407505572775800000;177.252929688;0
1407505572788800000;177.252929688;0
1407505572801800000;177.252929688;0
1407505572814770000;177.252929688;0
1407505572827810000;177.252929688;0
1407505572839860000;177.252929688;0
1407505572851800000;177.252929688;0
1407505572863810000;177.252929688;0
1407505572876810000;177.252929688;0
1407505572889800000;177.252929688;0
1407505572902840000;177.252929688;0
1407505572915920000;177.252929688;0
1407505572928960000;177.252929688;0
1407505572940920000;177.252929688;0
1407505572953950000;177.252929688;0
1407505572967930000;177.252929688;0
1407505572979910000;177.252929688;0
1407505572991880000;177.252929688;0
1407505573005080000;177.252929688;0
1407505573017990000;177.252929688;0
1407505573029930000;177.252929688;0
1407505573043870000;177.252929688;0
1407505573056930000;177.252929688;0
1407505573070010000;177.252929688;0
1407505573081850000;177.252929688;0
1407505573093960000;177.252929688;0
1407505573106960000;177.252929688;0
1407505573118940000;177.252929688;0
1407505573130770000;177.252929688;0
1407505573143900000;177.252929688;0
1407505573153900000;177.252929688;0
1407505573165980000;177.252929688;0
1407505573175790000;177.252929688;0
1407505573188800000;177.252929688;0
1407505573200760000;177.252929688;0
1407505573212770000;177.252929688;0
1407505573224800000;177.252929688;0
1407505573235770000;177.252929688;0
1407505573244820000;177.252929688;0
1407505573255820000;177.252929688;0
1407505573267780000;177.252929688;0
1407505573279770000;177.252929688;0
1407505573292930000;177.252929688;0
1407505573303930000;177.252929688;0
1407505573316900000;177.252929688;0
1407505573328900000;177.252929688;0
1407505573340910000;177.252929688;0
1407505573351920000;177.252929688;0
1407505573363880000;177.252929688;0
1407505573374940000;177.252929688;0
1407505573386860000;177.252929688;0
1407505573397910000;177.252929688;0
1407505573410840000;177.252929688;0
1407505573421970000;177.252929688;0
1407505573433980000;177.252929688;0
1407505573445980000;177.252929688;0
1407505573457040000;177.252929688;0
1407505573467880000;177.252929688;0
1407505573480780000;177.252929688;0
1407505573493890000;177.252929688;0
1407505573505840000;177.252929688;0
1407505573518870000;177.252929688;0
1407505573530750000;177.252929688;0
1407505573541760000;177.252929688;0
1407505573554780000;177.252929688;0
1407505573567830000;177.252929688;0
1407505573578840000;177.252929688;0
1407505573591810000;177.252929688;0
1407505573604890000;177.252929688;0
